from,to
AF339830,TSC22D1
AF339830,CADPS
AF339830,CCDC88C
AF339830,DTL
AF339830,DIP2C
AF339830,CTSE
AF339830,COPS6
AF339830,LAMA2
AF339830,POLR3G
AF339830,NFATC3
AF339830,UIMC1
AF339830,SOX4
AF339830,CAT
AF339830,DYNLL2
AF339830,MAP4K4
AF339830,UBR5
AF339830,PIK3IP1
AF339830,ADPRHL1
AF339830,GAL
AF339830,EIF2B2
AF339830,RNF181
AF339830,MED10
AF339830,HDDC2
AF339830,RSU1
AF339830,NEU1
AF339830,ASB4
AF339830,CLNS1A
AF339830,SUPT4H1
AF339830,NIPA1
AF339830,PI4K2A
AF339830,TPRG1L
AF339830,SORT1
AF339830,ZADH2
AF339830,MKRN1
AF339830,SUPT20H
AF339830,KMT2A
AF339830,NUP50
AF339830,PSMA2
AF339830,SEL1L3
AF339830,ARF4
AF339830,TOMM20
AF339830,KMT2C
AF339830,SPTBN1
AF339830,ATP2A2
AF339830,RNF145
AF339830,SPATS2L
AF339830,KATNAL2
AF339830,ABCA1
AF339830,SH3TC2
AF339830,ZNF185
AF339830,GBP3
AF339830,CHAF1B
AF339830,MAOB
AF339830,KIF1C
AF339830,SCD
AF339830,DSP
AF339830,MAP1A
AF339830,MYCBP
AF339830,TCF19
AF339830,TSG101
AF339830,KLF10
AF339830,ENPP1
AF339830,CLIC3
AF339830,NCEH1
AF339830,ZFAND5
AF339830,ATF4
AF339830,HES2
AF339830,MAML2
AF339830,HABP4
AF339830,SERINC5
AF339830,ALDH9A1
AF339830,YLPM1
AF339830,ETS2
AF339830,RAB11FIP1
AF339830,ZNF618
AF339830,PPARA
AF339830,MATN3
AF339830,ANKRD11
AF339830,COQ9
AF339830,JDP2
AF339830,TRIM24
AF339830,B4GALNT3
AF339830,MIR24-2
AF339830,EAF1
AF339830,MAFK
AF339830,RNF130
AF339830,ZBED3
AF339830,CIAPIN1
AF339830,DOCK1
AF339830,KHNYN
AF339830,ELAVL1
AF339830,DCTN4
AF339830,SMARCA2
AF339830,CDK13
AF339830,PTGFRN
AF339830,CCNB1
AF339830,CCT4
AF339830,NDRG2
AF339830,MBP
AF339830,SGPL1
AF339830,CIAO1
AF339830,CBX1
AF339830,TMEM255B
AF339830,HPCAL4
AF339830,PEX11A
AF339830,DDX58
AF339830,KRT18
AF339830,BCL9
AF339830,USP42
AF339830,PTPRJ
AF339830,TRIM4
AF339830,NSFL1C
AF339830,TAF15
AF339830,TGFBR3
AF339830,PTPRK
AF339830,MTF1
AF339830,TGIF2
AF339830,TPBGL
AF339830,NAV3
AF339830,EMC8
AF339830,DDX60L
AF339830,SMARCC1
AF339830,YWHAG
AF339830,FAM111A
AF339830,FAM124A
AF339830,NRBP1
AF339830,PTPN14
AF339830,MAPK1IP1L
AF339830,C1orf43
AF339830,FANCC
AF339830,SEC22B
AF339830,PPM1F
AF339830,PTK2
AF339830,TXNIP
AF339830,SHROOM3
AF339830,HPSE
AF339830,HSD3B1
AF339830,NRP1
AF339830,TNC
AF339830,FAM98A
AF339830,PGM2
AF339830,PAPSS2
AF339830,TENM3
AF339830,TMTC4
AF339830,NR2F2
AF339830,NFIA
AF339830,EHMT1
AF339830,RUVBL1
AF339830,TSR1
AF339830,PTTG1IP
AF339830,MCM3AP
AF339830,USP28
AF339830,ATRN
AF339830,FAM120A
AF339830,KDM1A
AF339830,CNOT1
AF339830,EIF4G2
AF339830,GTF3C1
AF339830,C1orf115
AF339830,SNX30
AF339830,MAP2K6
AF339830,TXLNA
AF339830,DCTN2
AF339830,KIAA1191
AF339830,ZBTB5
AF339830,TIMMDC1
AF339830,TCP1
AF339830,MRPS23
AF339830,POLR3B
AF339830,ATG16L1
AF339830,FERMT1
AF339830,NEDD4L
AF339830,RNF144A
AF339830,GSTM4
AF339830,ALDH5A1
AF339830,PITX2
AF339830,JADE2
AF339830,NTAN1
AF339830,SYT13
AF339830,ZBTB34
AF339830,TMEM245
AF339830,SEC14L6
AF339830,KCNH3
AF339830,AKR1C1
AF339830,NEK4
AF339830,FKBP5
AF339830,MED20
AF339830,HMGA2
AF339830,GEMIN5
AF339830,UQCRB
AF339830,PRDX6
AF339830,SLC31A1
AF339830,SDR16C5
AF339830,IGF2R
AF339830,ERV3-1
AF339830,MEX3A
AF339830,COG1
AF339830,NF2
AF339830,ATP11C
AF339830,RNF187
AF339830,PEPD
AF339830,SIPA1L1
AF339830,CTDSPL
AF339830,AP3S1
AF339830,EIF4B
AF339830,CRIM1
AF339830,RNASET2
AF339830,SYNJ2
AF339830,RUNDC1
AF339830,SVIL
AF339830,GID4
AF339830,CHST3
AF339830,CAST
AF339830,HMGCS2
AF339830,GLUL
AF339830,SFT2D2
AF339830,TUBGCP3
AF339830,AKR1C3
AF339830,LOXL4
AF339830,LBX2-AS1
AF339830,SLC6A19
AF339830,CHRD
AF339830,LSM12
AF339830,JAGN1
AF339830,ANKRD13B
AF339830,PKD2
AF339830,IGF1R
AF339830,GID8
AF339830,C2CD2
AF339830,PFAS
AF339830,PROSER1
AF339830,SCRN1
AF339830,PSAPL1
AF339830,XRCC6
AF339830,VEZF1
AF339830,WDR7
AF339830,IRS1
AF339830,SERPINB6
AF339830,NFKBIZ
AF339830,FNIP2
AF339830,ANKS4B
AF339830,TYMS
AF339830,PPP1R14B
AF339830,MRFAP1
AF339830,GTSE1
AF339830,UBE4B
AF339830,THSD4
AF339830,PIK3CD
AF339830,ULBP2
AF339830,FITM2
AF339830,MANSC1
AF339830,ZNF544
AF339830,ERC1
AF339830,CTSL
AF339830,KIF3B
AF339830,ST13
AF339830,TMED10
AF339830,HADHA
AF339830,RNASEH2C
AF339830,TBRG1
AF339830,BRPF3
AF339830,TMOD2
AF339830,ZNF585B
AF339830,AXL
AF339830,DUSP7
AF339830,KDM5B
AF339830,TSPAN5
AF339830,JADE1
AF339830,CACUL1
AF339830,HSDL2
AF339830,ZDHHC3
AF339830,RRBP1
AF339830,TSFM
AF339830,CMTM4
AF339830,CDK5R1
AF339830,ABCC2
AF339830,EBPL
AF339830,METTL16
AF339830,PTMA
AF339830,DHRS3
AF339830,PARP9
AF339830,PTP4A2
AF339830,LGALS3
AF339830,NUDT16
AF339830,SRP14
AF339830,GALNT6
AF339830,IFIT1
AF339830,TREM2
AF339830,TAF13
AF339830,FSTL3
AF339830,UBE2T
AF339830,AKAP10
AF339830,TOB2
AF339830,RTN4
AF339830,ALDH7A1
AF339830,STAU1
AF339830,B2M
AF339830,ATP1B3
AF339830,IL27RA
AF339830,USP32
AF339830,A4GNT
AF339830,HMGCL
AF339830,JARID2
AF339830,PDCD1
AF339830,PJA1
AF339830,AGBL5
AF339830,ZSCAN29
AF339830,AK2
AF339830,DDX60
AF339830,LDLRAD3
AF339830,SULT1C2
AF339830,FKRP
AF339830,LITAF
AF339830,MCAT
AF339830,SYTL4
AF339830,MSRB1
AF339830,EDC4
AF339830,SYPL1
AF339830,NFKBIE
AF339830,TK2
AF339830,BTN3A2
AF339830,ARL1
AF339830,RPL11
AF339830,C4BPA
AF339830,HOMER2
AF339830,CYP4F12
AF339830,SNAP23
AF339830,ST3GAL5
AF339830,AFMID
AF339830,TMEM69
AF339830,HEPH
AF339830,C9orf152
AF339830,MYEOV
AF339830,DLG3
AF339830,RBM15B
AF339830,EFCAB14
AF339830,CALCOCO2
AF339830,ABHD2
AF339830,CNN3
AF339830,FKBP9
AF339830,HSBP1
AF339830,KIF1B
AF339830,KDM2A
AF339830,LARP4B
AF339830,IDS
AF339830,RASGEF1A
AF339830,MMP15
AF339830,MEST
AF339830,ENC1
AF339830,PABPC1
AF339830,FAM168A
AF339830,OGFOD1
AF339830,MKRN2
AF339830,APLN
AF339830,ACE
AF339830,CREM
AF339830,MANBAL
AF339830,HSPB11
AF339830,SERPINB5
AF339830,EMC1
AF339830,TSPAN15
AF339830,WBP4
AF339830,NCOA5
AF339830,SETD3
AF339830,CHD3
AF339830,BDH2
AF339830,EDEM2
AF339830,BRAP
AF339830,RHOB
AF339830,RPL7L1
AF339830,RBM3
AF339830,HNRNPF
AF339830,TBX3
AF339830,ANXA5
AF339830,SH3RF2
AF339830,C1QL4
AF339830,TCF4
AF339830,EIF4BP3
AF339830,ASCC1
AF339830,PTCH1
AF339830,HMGB2
AF339830,HECW1
AF339830,SLPI
AF339830,GJB3
AF339830,TMEM107
AF339830,C22orf46
AF339830,SH2D3A
AF339830,HADH
AF339830,BRD8
AF339830,BDKRB2
AF339830,AKR1B10
AF339830,NELFCD
AF339830,SBK1
AF339830,HIVEP1
AF339830,SLC46A1
AF339830,HOXA11-AS
AF339830,HUS1
AF339830,SAFB2
AF339830,EIF3C
AF339830,SEL1L
AF339830,ISCU
AF339830,ZNF629
AF339830,C1RL-AS1
AF339830,COQ7
AF339830,WNK1
AF339830,ETFA
AF339830,DCAF6
AF339830,TIMP3
AF339830,PRR14L
AF339830,RNF216
AF339830,CASC3
AF339830,EGFR
AF339830,IRF6
AF339830,MTA3
AF339830,RFC4
AF339830,GOSR1
AF339830,ZNF83
AF339830,PIP5K1A
AF339830,FOXJ2
AF339830,MLKL
AF339830,GMPPA
AF339830,IRS2
AF339830,HIRIP3
AF339830,RAB1A
AF339830,MSL1
AF339830,PLCH2
AF339830,RBP5
AF339830,LFNG
AF339830,PEF1
AF339830,ZNF160
AF339830,DUSP3
AF339830,VMA21
AF339830,FOXO1
AF339830,ICMT
AF339830,RBBP7
AF339830,STK38
AF339830,EPS8
AF339830,PHKA1
AF339830,MYL12B
AF339830,SUMF1
AF339830,SP100
AF339830,TFCP2L1
AF339830,SLC25A26
AF339830,MUC13
AF339830,SCARA3
AF339830,TRIM45
AF339830,AMPD3
AF339830,SON
AF339830,PCDHB13
AF339830,PRPF40B
AF339830,DCAF8
AF339830,TEX19
AF339830,REEP1
AF339830,ACSS1
AF339830,COL5A2
AF339830,KLF9
AF339830,CD22
AF339830,TRIM65
AF339830,GPRC5A
AF339830,GLUD2
AF339830,URM1
AF339830,ANKRD1
AF339830,PRPF4
AF339830,ASAP3
AF339830,MEX3C
AF339830,SAP30
AF339830,CC2D1B
AF339830,ALDOC
AF339830,FAM47E-STBD1
AF339830,APOL2
AF339830,MGAT5
AF339830,ATP11A
AF339830,IFIT5
AF339830,LINC00858
AF339830,TRAPPC4
AF339830,TMTC2
AF339830,METTL2A
AF339830,KLHL5
AF339830,ECHDC2
AF339830,CREB3L2
AF339830,CLN3
AF339830,IFIH1
AF339830,PPM1J
AF339830,SPTB
AF339830,ARL2BP
AF339830,LINC00173
AF339830,PBLD
AF339830,IL17RD
AF339830,CAPN5
AF339830,DESI2
AF339830,TTL
AF339830,ZNF227
AF339830,CDKN3
AF339830,VHL
AF339830,SPTY2D1
AF339830,CFDP1
AF339830,STK24
AF339830,S100PBP
AF339830,PSEN2
AF339830,UBN1
AF339830,MPP1
AF339830,ARHGAP35
AF339830,TXN
AF339830,DUSP4
AF339830,F2R
AF339830,SUDS3
AF339830,PTGR1
AF339830,EXOSC10
AF339830,ID1
AF339830,ELMO2
AF339830,SP110
AF339830,SHMT1
AF339830,KLHL36
AF339830,ATP6V1A
AF339830,VDAC1
AF339830,ERAL1
AF339830,OPTN
AF339830,SFXN1
AF339830,CD9
AF339830,ARHGEF39
AF339830,MKNK1
AF339830,ANXA4
AF339830,JOSD1
AF339830,FAM163B
AF339830,UNC5B-AS1
AF339830,FRMPD2
AF339830,KCNJ5
AF339830,THEM6
AF339830,TOB1
AF339830,ANKIB1
AF339830,CMPK1
AF339830,SERPINB1
AF339830,VANGL1
AF339830,GLP2R
AF339830,GINM1
AF339830,PLSCR4
AF339830,KRT8P3
AF339830,B4GALT3
AF339830,PPP2R1B
AF339830,TRIM36
AF339830,CBLN1
AF339830,NOTCH3
AF339830,ICOSLG
AF339830,CSK
AF339830,ANP32A
AF339830,SLC39A14
AF339830,IL20RA
AF339830,PLCXD1
AF339830,SIAH2
AF339830,EIF2B5
AF339830,ZBTB4
AF339830,RBM47
AF339830,DLST
AF339830,WDR5
AF339830,LY6G5B
AF339830,KIF13A
AK096729,FTL
AK096729,COL15A1
AK096729,GPR32
AK096729,MIR5695
AK096729,MIXL1
AK096729,RGMA
AK096729,RN7SL530P
AK096729,RNU6-422P
AK096729,RNU6-466P
AK096729,ACCSL
AK096729,CFHR3
AK096729,F5
AK096729,GRM7-AS1
AK096729,GUCY2D
AK096729,MIR4666A
AK096729,PDE7B
AK096729,RN7SL600P
AK096729,RNU7-151P
AK096729,RPL18P11
AK096729,RPL6P2
AK096729,ST6GAL2
AK096729,BICC1
AK096729,GANAB
AK096729,STX3
AK096729,BTG2
AK096729,CCNB1
AK096729,VRK1
AK096729,LMNB1
AK096729,SSRP1
AK096729,PBK
AK096729,HDAC1
AK096729,TGOLN2
AK096729,TRABD2A
AK096729,FANCI
AK096729,IGF2R
AK096729,TFPI
AK096729,CALM1
AK096729,CHAF1B
AK096729,KIAA1191
AK096729,NKD1
AK096729,KPNA2
AK096729,CDC45
AK096729,SNRPD3
AK096729,TSPAN5
AK096729,EIF4EBP2
AK096729,FAM83D
AK096729,KNSTRN
AK096729,SCAMP1
AK096729,DGCR8
AK096729,APBB2
AK096729,RAB10
AK096729,ZNF488
AK096729,CHAF1A
AK096729,MCM5
AK096729,PCNA
AK096729,MRPL37
AK096729,VIL1
AK096729,CDC6
AK096729,UBE2L3
AK096729,TPM4
AK096729,PARP1
AK096729,C4orf36
AK096729,ESCO2
AK096729,C1RL
AK096729,NCAPD3
AK096729,KDM2A
AK096729,CD9
AK096729,SMC1A
AK096729,MTA2
AK096729,GLG1
AK096729,CCNB2
AK096729,SF3A3
AK096729,NDC1
AK096729,BUB1
AK096729,ENOPH1
AK096729,CDCA8
AK096729,RRM1
AK096729,GNS
AK096729,EFNB2
AK096729,ANLN
AK096729,CA2
AK096729,APLP2
AK096729,HEPH
AK096729,PTTG1
AK096729,EFNA1
AK096729,KIAA0040
AK096729,HJURP
AK096729,N4BP1
AK096729,FOXM1
AK096729,MUC13
AK096729,SMARCD1
AK096729,RASSF3
AK096729,MCM7
AK096729,TXNIP
AK096729,TGFBR2
AK096729,KIFC1
AK096729,APOBEC3C
AK096729,LIG1
AK096729,RRAGC
AK096729,FAF2
AK096729,RGCC
AK096729,HADH
AK096729,ZBTB4
AK096729,NCAPD2
AK096729,DHX9
AK096729,YPEL5
AK096729,CDC20
AK096729,RCN1
AK096729,TSC22D1
AK096729,EXO1
AK096729,CCNA2
AK096729,TMC1
AK096729,SEMA3C
AK096729,ACE
AK096729,CDCA3
AK096729,SLC35B4
AK096729,PGPEP1
AK096729,LETMD1
AK096729,HLA-E
AK096729,MCM3
AK096729,IGSF3
AK096729,NCSTN
AK096729,LNX1
AK096729,PASK
AK096729,HADHB
AK096729,TARDBP
AK096729,NEK2
AK096729,DNMT1
AK096729,MLEC
AK096729,CHRD
AK096729,DHRS1
AK096729,PTP4A2
AK096729,SYTL2
AK096729,UGT8
AK096729,NUP205
AK096729,POLA2
AK096729,CTNND1
AK096729,TUBB4B
AK096729,RAB27A
AK096729,JARID2
AK096729,PIWIL1
AK096729,RNF6
AK096729,LRRC59
AK096729,TMEM43
AK096729,FHIT
AK096729,CDC25C
AK096729,ZFHX2
AK096729,FH
AK096729,MCM6
AK096729,LINC00659
AK096729,EFCAB14
AK096729,RECQL4
AK096729,GNPDA1
AK096729,PBXIP1
AK096729,ZNF317
AK096729,SLBP
AK096729,TPX2
AK096729,VPS25
AK096729,REG4
AK096729,GDF11
AK096729,KIF23
AK096729,CXCL5
AK096729,TEX19
AK096729,PKP2
AK096729,ETS2
AK096729,TLE4
AK096729,KIF11
AK096729,PYGL
AK096729,UBE2V2
AK096729,NRAS
AK096729,TRANK1
AK096729,NOTCH2
AK096729,LINC00205
AK096729,KDELR3
AK096729,RPL7L1
AK096729,HSD3B1
AK096729,PHF21A
AK096729,XRCC2
AK096729,TICRR
AK096729,AURKB
AK096729,NCAPG2
AK096729,LTBR
AK096729,CKAP2
AK096729,VPS9D1
AK096729,CENPO
AK096729,OSBPL2
AK096729,MBP
AK096729,GDE1
AK096729,MGAT5
AK096729,RRM2
AK096729,TCF7L2
AK096729,KRT8P3
AK096729,TNFRSF21
AK096729,LSM14A
AK096729,MCM4
AK096729,LAMC1
AK096729,CALU
AK096729,SF3B3
AK096729,BRI3BP
AK096729,RCOR1
AK096729,SHCBP1
AK096729,RBBP9
AK096729,FUBP3
AK096729,CNP
AK096729,DNASE1
AK096729,ENDOD1
AK096729,ALYREF
AK096729,SH3PXD2A
AK096729,IDS
AK096729,MR1
AK096729,TM2D3
AK096729,LIMK1
AK096729,CPT2
AK096729,RALBP1
AK096729,HNRNPAB
AK096729,CTH
AK096729,FLCN
AK096729,WDR62
AK096729,MKNK2
AK096729,GLUL
AK096729,RAD23B
AK096729,ESPL1
AK096729,KHNYN
AK096729,EEF1A2
AK096729,ARHGEF40
AK096729,GLB1L
AK096729,SPAG5
AK096729,SIDT2
AK096729,TSG101
AK096729,DPEP1
AK096729,CIT
AK096729,PAPSS2
AK096729,PSMB2
AK096729,PERP
AK096729,MAPRE2
AK096729,TROAP
AK096729,TMEM106C
AK096729,NUP98
AK096729,SPRYD4
AK096729,MAPK1
AK096729,MTHFD1
AK096729,AUTS2
AK096729,TUFT1
AK096729,KIF2C
AK096729,KIF20A
AK096729,USH1C
AK096729,M6PR
AK096729,PSPC1
AK096729,FAM83A
AK096729,ELMO2
AK096729,AFF1
AK096729,CCT7
AK096729,ASF1B
AK096729,NAPG
AK096729,MRPL51
AK096729,THBS1
AK096729,FBL
AK096729,RAB17
AK096729,NFE2L1
AK096729,RFC4
AK096729,APOL2
AK096729,UBE2C
AK096729,MRPL11
AK096729,TMEM198B
AK096729,TRIP13
AK096729,MYH9
AK096729,POF1B
AK096729,TOMM34
AK096729,PRDM1
AK096729,EPHB6
AK096729,ORC1
AK096729,CAV2
AK096729,ERVH48-1
AK096729,PIGM
AK096729,PHLPP1
AK096729,CTBP2
AK096729,YAP1
AK096729,TNFRSF10B
AK096729,TIMP3
AK096729,PLIN2
AK096729,PA2G4
AK096729,CLDN2
AK096729,TACC3
AK096729,CDKN2D
AK096729,DMRT2
AK096729,ZNF185
AK096729,PEA15
AK096729,ACTL6A
AK096729,MKI67
AK096729,ILF3
AK096729,CCNI
AK096729,CCDC92
AK096729,PNRC1
AK096729,LRRC58
AK096729,PELI1
AK096729,THOC7
AK096729,KIAA1217
AK096729,UBE2T
AK096729,CBFB
AK096729,CENPJ
AK096729,RCAN1
AK096729,ILDR2
AK096729,SMC2
AK096729,SLC12A2
AK096729,MCMBP
AK096729,PRSS23
AK096729,WWP2
AK096729,PCBP3
AK096729,UBE2Z
AK096729,DPP8
AK096729,IGBP1
AK096729,ASPM
AK096729,RMI1
AK096729,IGF2
AK096729,TMEM45B
AK096729,PDCD4
AK096729,TUBB6
AK096729,BUB1B
AK096729,GLO1
AK096729,BRD2
AK096729,CENPH
AK096729,HEG1
AK096729,BTN2A3P
AK096729,SEMA3A
AK096729,RPS6KC1
AK096729,CKAP5
AK096729,SLC7A2
AK096729,RACGAP1
AK096729,UBE2R2
AK096729,POLR1D
AK096729,TSPYL1
AK096729,MOB3C
AK096729,ATP6V1G1
AK096729,HMGB1P5
AK096729,NXT2
AK096729,VEGFB
AK096729,ZWINT
AK096729,TMCO6
AK096729,CRY2
AK096729,USP6NL
AK096729,HIP1
AK096729,SOCS2
AK096729,HNRNPM
AK096729,NUP188
AK096729,ARAP3
AK096729,MYO5A
AK096729,NUP35
AK096729,KIF26A
AK096729,PLK2
AK096729,PSMD2
AK096729,RBMS2
AK096729,PAX8
AK096729,NCAPH
AK096729,ZNF3
AK096729,IFNGR1
AK096729,ACOT2
AK096729,SLC1A4
AK096729,TMX1
AK096729,GLYR1
AK096729,FAM32A
AK096729,CNIH1
AK096729,TFDP1
AK096729,SRSF1
AK096729,ZNF608
AK096729,ABAT
AK096729,FAM167A
AK096729,CASP7
AK096729,SPEN
AK096729,PITPNC1
AK096729,ARHGEF39
AK096729,TRIM21
AK096729,ATF7
AK096729,ADAM19
AK096729,ZNF251
AK096729,TIMELESS
AK096729,DPP4
AK096729,PRKAR2B
AK096729,DEPDC1
AK096729,APCDD1
AK096729,MAD2L1
AK096729,PIK3R3
AK096729,PSRC1
AK096729,NUP93
AK096729,KIF22
AK096729,SAP18
AK096729,GMNN
AK096729,ARID5B
AK096729,WIPI2
AK096729,RANBP1
AK096729,NUP50
AK096729,KDM5B
AK096729,SDSL
AK096729,CTSE
AK096729,RNASEH2A
AK096729,AIF1L
AK096729,ACSL5
AK096729,BRK1
AK096729,FBXL17
AK096729,PREB
AK096729,MCM2
AK096729,EHBP1L1
AK096729,TCP1
AK096729,CCSAP
AK096729,ZER1
AK096729,MTHFSD
AK096729,CEP55
AK096729,KREMEN1
AK096729,NUSAP1
AK096729,EDAR
AK096729,CORO2A
AK096729,BYSL
AK096729,EPDR1
AK096729,BCOR
AK096729,RAC1
AK096729,PLK1
AK096729,NFS1
AK096729,TOP2A
AK096729,COPA
AK096729,RABL3
AK096729,TXNDC12
AK096729,PSMC3IP
AK096729,HK2
AK096729,RAB9A
AK096729,GPR161
AK096729,HMCES
AK096729,IPO9
AK096729,POLE
AK096729,ARHGAP11A
AK096729,CNOT8
AK096729,C6orf132
AK096729,SNRNP40
AK096729,EIF5AL1
AK096729,MYOF
AK096729,PRC1
AK096729,SLC6A20
AK096729,CKAP2L
AK096729,TMEM14B
AK096729,TRIM69
AK096729,MED29
AK096729,E2F2
AK096729,KIF18B
AK096729,ZNF629
AK096729,TPP1
AK096729,CD109
AK096729,LINC00858
AK096729,UHRF1
AK096729,P2RX6
AK096729,GNG3
AK096729,IL1RN
AK096729,KIF14
AK096729,POLQ
AK096729,INO80B
AK096729,ARHGAP12
AK096729,TRAK1
AK096729,EBNA1BP2
AK096729,PGK1
AK096729,ZNF367
AK096729,SSU72
AK096729,ARHGEF2
AK096729,SERBP1
AK096729,ZFAND6
AK096729,TMCC1-AS1
AK096729,HR
AK096729,KIF3A
AK096729,KIAA0319L
AK096729,PON2
AK096729,HSD17B4
AK096729,BTN2A2
AK096729,ZNF711
AK096729,IQGAP3
AK096729,RPA1
AK096729,SLC44A2
AK096729,DOCK9
AK096729,PPP1R15A
AK096729,EIF2AK1
AK096729,PRKDC
AK096729,MYBL2
AK096729,HOXA11-AS
AK096729,DIAPH3
AK096729,NCAPG
AK096729,CDKN3
AK096729,VGLL4
AK096729,STIL
AK096729,MDC1
AK096729,HMGN2
AK096729,NEK9
AK096729,C1QTNF6
AK096729,ITPR2
AK096729,BICD2
AK096729,INPP1
AK096729,SOX4
AK096729,PODXL2
AK096729,MYO19
AK096729,OGFR
AK096729,LGALS8
AK096729,NOP56
AK096729,STIP1
AK096729,PTGER2
AK096729,ZNF775
AK096729,HNRNPA3P5
AK096729,GSTM4
AK096729,EPHB2
AK096729,OAT
AK096729,CTSB
AK096729,BCL11A
AK096729,TTLL7
AK096729,MCM10
AK096729,GEN1
AK096729,OXCT1
AK096729,COLGALT1
AK096729,CELF1
AK096729,RNU4-78P
AK096729,MOB3B
AK096729,ANKRD27
AK096729,ABCC5
AK096729,STMN1
AK096729,SAR1A
AK096729,A4GALT
AK096729,SDC1
AK096729,HPSE
AK096729,CACYBP
AK096729,TYMS
AK096729,BST2
AK096729,CDCA5
AK096729,XPNPEP3
AK096729,TRIM56
AK096729,FYTTD1
AK096729,TPM3
AK096729,XRCC6
AK096729,ARHGAP35
AK096729,RUFY4
AK096729,CCNDBP1
AK096729,USP44
AK096729,MGME1
AK096729,DLGAP5
AK096729,COL17A1
AK096729,RNF139
AK096729,RHOBTB2
AK096729,CEP85
AK096729,CD55
AK096729,LNX2
AK096729,SPIN4
AK096729,KLHDC3
AK096729,SIPA1L1
AK096729,DCP1B
AK096729,KLC4
AK096729,ARHGEF3
AK096729,NCKAP5L
AK096729,UBE2N
AK096729,DNA2
AK096729,LDHA
AK096729,PLEKHG6
AK096729,TTC8
AK096729,DOC2A
AK096729,DDX24
AK096729,ZHX2
AK096729,IL13RA1
AK096729,CDH17
AK096729,SH3D19
AK096729,SNX1
AK096729,RFX5
AK096729,EPB41L2
AK096729,FAM168B
AK096729,PIGX
AK096729,FEN1
AK096729,GTSE1
AK096729,LRRC1
AK096729,MMD
AK096729,CENPM
AK096729,ORC6
AK096729,SLC7A8
AK096729,EIF2S1
AK096729,C1QL1
AK096729,DMBX1
AK096729,BCL2L14
AK096729,TCF19
AK096729,CD22
AK096729,CYB5R2
AK096729,SLC26A2
AK096729,PRR11
AK096729,GINS1
AK096729,ENDOV
AK096729,UCHL5
AK096729,LRCH1
AK096729,ABCB1
AK096729,ZDHHC3
AK096729,SAE1
AK096729,MELK
AK096729,NRP1
AK096729,VPS26B
AK096729,PARD3
AK096729,CCDC47
AK096729,UBE2K
AK096729,SHC1
AK096729,LBR
AK096729,TOR1AIP1
AK096729,PRPF8
AK096729,CENPA
AK096729,CDCA2
AK096729,DEDD
AK096729,CDK2
AK096729,POLD1
AK096729,USP13
AK096729,BFAR
AK096729,CMTM4
AK096729,CAT
AK096729,PLK4
AK096729,TP53I3
AK096729,E2F7
AK096729,WDR45
AK096729,CDC7
AK096729,STX5
AK096729,RFC5
AK096729,TGFBR3
AK096729,ZNF516
AK096729,KRT8P10
AK096729,UQCRFS1
AK096729,CRLS1
AK096729,DLG3
AK096729,GOLGA1
AK096729,MRTO4
AK096729,FAHD1
AK096729,GNL1
AK096729,LATS2
AK096729,ALDH1A3
AK096729,FANCG
AK096729,SEC11A
AK096729,TRAF1
AK096729,ADAMTS15
AK096729,MAN1A1
AK096729,RAD54L
AK096729,SESN3
AK096729,DNHD1
AK096729,NXPH4
AK096729,DSCC1
AK096729,C4orf46
AK096729,CAMK2D
AK096729,TOR3A
AK096729,MASTL
AK096729,ACOX2
AK096729,DISC1
AK096729,ZNF850
AK096729,BRCA1
AK096729,RAB15
AK096729,FYCO1
AK096729,YWHAQ
AK096729,P4HB
AK096729,ISX
AK096729,SOX9
AK096729,COA7
AK096729,CENPI
AK096729,CDS2
AK096729,SUPT20H
AK096729,UBE2H
AK096729,SKA3
AK096729,ZSCAN29
AK096729,INCENP
AK096729,UGDH
AK096729,SNTB1
AK096729,SUPT6H
AK096729,FTSJ1
AK096729,SLC17A5
AK096729,TRIM66
AK096729,SAFB
AK096729,HIPK3
AK096729,ECT2
AK096729,SNRPG
AK096729,MBTPS1
AK096729,SLC9B2
AK096729,SUMF2
AK096729,OSBP
AK096729,PGRMC1
AK096729,CENPU
AK096729,PPP1R2
AK096729,TUBA1A
AK096729,BTN3A1
AK096729,COG1
AK096729,TRAIP
AK096729,ZNF586
AK096729,EWSR1
AK096729,NLK
AK096729,ANKRD24
AK096729,ADD3
AK096729,EAPP
AK096729,SGCB
AK096729,ACSL6
AK096729,ERCC6L
AK096729,PCCA
AK096729,RPL35
AK096729,FAM111B
AK096729,ATP1B3
AK096729,LRG1
AK096729,BUB3
AK096729,PRPS2
AK096729,KDM6B
AK096729,ZFYVE26
AK096729,CYP2U1
AK096729,PSMA5
AK096729,HP1BP3
AK096729,C1orf109
ALAL-1,TUBB
ALAL-1,GET3
ALAL-1,CDKN1A
ALAL-1,NID1
ALAL-1,FAM205C
ALAL-1,LINC01068
ALAL-1,AMIGO2
ALAL-1,HDAC7
ALAL-1,RRM2
ALAL-1,DMPK
ALAL-1,RAB29
ALAL-1,RHBDD2
ALAL-1,DVL2
ALAL-1,C20orf27
ALAL-1,MOGS
ALAL-1,CDYL
ALAL-1,JDP2
ALAL-1,STMN3
ALAL-1,DLG3
ALAL-1,TOMM34
ALAL-1,MFSD14B
ALAL-1,RNF44
ALAL-1,NUDT12
ALAL-1,USP17L30
ALAL-1,CDO1
